zone_id,area_category,max_capacity,fixed_seating,bottleneck_prone,queue_prone,zone_priority
ZONE_07479,4,1993,0,1,1,1
ZONE_07480,1,973,1,1,1,1
ZONE_07481,3,2735,1,1,0,4
ZONE_07482,9,667,1,0,0,4
ZONE_07483,5,1296,1,0,0,2
ZONE_07484,2,2497,1,1,0,3
ZONE_07485,4,1016,0,0,0,1
ZONE_07486,5,555,1,0,0,5
ZONE_07487,0,2171,1,1,0,2
ZONE_07488,6,1634,1,1,1,3
ZONE_07489,7,1946,0,1,1,3
ZONE_07490,6,2155,1,1,1,5
ZONE_07491,4,2681,1,1,0,1
ZONE_07492,4,1672,0,1,1,4
ZONE_07493,8,1514,1,1,0,3
ZONE_07494,0,1116,0,1,1,3
ZONE_07495,6,2318,0,0,0,4
ZONE_07496,9,774,1,1,0,4
ZONE_07497,2,2224,1,0,0,4
ZONE_07498,6,1621,0,1,1,2
ZONE_07499,4,2061,0,0,0,4
ZONE_07500,2,881,1,1,0,4
ZONE_07501,1,2815,1,1,1,5
ZONE_07502,8,777,1,1,0,1
ZONE_07503,6,2079,1,1,0,4
ZONE_07504,8,2995,1,1,0,4
ZONE_07505,0,2487,1,0,0,2
ZONE_07506,7,509,1,1,0,2
ZONE_07507,2,1012,1,1,0,3
ZONE_07508,9,976,1,1,0,3
ZONE_07509,8,2829,0,1,1,5
ZONE_07510,1,2739,0,1,1,2
ZONE_07511,4,910,1,1,1,4
ZONE_07512,4,1850,0,1,1,3
ZONE_07513,7,988,1,0,0,5
ZONE_07514,3,2763,0,1,0,2
ZONE_07515,3,2300,1,0,0,4
ZONE_07516,9,2458,1,0,0,5
ZONE_07517,7,1740,0,0,1,5
ZONE_07518,6,1403,1,0,1,2
ZONE_07519,0,875,1,1,0,5
ZONE_07520,7,2718,1,0,1,1
ZONE_07521,5,2941,0,0,1,2
ZONE_07522,4,1586,0,0,1,3
ZONE_07523,8,1035,0,1,1,4
ZONE_07524,1,2062,1,0,0,1
ZONE_07525,6,1848,1,0,1,2
ZONE_07526,5,2559,1,0,1,3
ZONE_07527,4,893,0,1,1,5
ZONE_07528,1,517,1,0,0,1
ZONE_07529,3,2260,0,0,1,5
ZONE_07530,3,1145,1,1,0,1
ZONE_07531,3,1433,1,1,0,3
ZONE_07532,2,541,0,1,1,2
ZONE_07533,1,2642,0,0,1,4
ZONE_07534,6,2728,0,0,0,2
ZONE_07535,6,868,1,0,0,5
ZONE_07536,3,2485,0,1,1,1
ZONE_07537,7,2955,0,1,1,2
ZONE_07538,2,1087,0,1,0,5
ZONE_07539,4,2080,1,0,0,2
ZONE_07540,3,654,1,0,1,5
ZONE_07541,6,2896,1,1,1,3
ZONE_07542,3,1735,1,1,0,3
ZONE_07543,2,1822,0,1,1,1
ZONE_07544,6,822,1,1,0,3
ZONE_07545,7,1271,0,0,1,2
ZONE_07546,1,2528,1,0,1,4
ZONE_07547,4,1797,1,0,0,4
ZONE_07548,7,1639,0,0,1,5
ZONE_07549,4,1017,0,0,1,3
ZONE_07550,6,2589,0,0,0,3
ZONE_07551,7,1663,0,1,1,5
ZONE_07552,6,1683,1,0,0,4
ZONE_07553,3,2139,0,0,1,3
ZONE_07554,0,2771,0,1,1,1
ZONE_07555,4,2009,1,0,1,4
ZONE_07556,7,1405,1,1,1,5
ZONE_07557,7,1951,1,1,1,1
ZONE_07558,4,634,1,0,1,1
ZONE_07559,5,2752,0,1,1,4
ZONE_07560,6,2323,0,0,1,1
ZONE_07561,6,2924,0,1,1,3
ZONE_07562,8,630,0,1,1,4
ZONE_07563,9,2569,0,0,1,2
ZONE_07564,5,1061,1,0,1,4
ZONE_07565,3,921,0,0,0,5
ZONE_07566,2,1348,1,0,1,1
ZONE_07567,4,2124,0,0,0,5
ZONE_07568,4,2913,1,1,0,3
ZONE_07569,9,1288,0,1,0,4
ZONE_07570,6,823,0,0,0,5
ZONE_07571,9,2474,1,1,1,2
ZONE_07572,2,2413,1,0,0,3
ZONE_07573,1,1978,1,0,0,1
ZONE_07574,0,2813,0,1,0,3
ZONE_07575,3,872,0,0,1,1
ZONE_07576,9,2868,1,1,0,2
ZONE_07577,8,587,1,0,0,1
ZONE_07578,7,2192,0,1,0,5
ZONE_07579,0,2874,0,1,1,5
ZONE_07580,4,954,0,0,0,1
ZONE_07581,7,2064,1,0,0,1
ZONE_07582,7,1335,1,0,1,3
ZONE_07583,4,1619,1,0,1,4
ZONE_07584,8,1256,0,1,1,4
ZONE_07585,5,2600,0,0,1,3
ZONE_07586,7,2876,1,0,0,2
ZONE_07587,8,2576,0,0,1,1
ZONE_07588,6,1255,0,0,0,5
ZONE_07589,3,2241,0,0,0,3
ZONE_07590,1,1011,1,0,1,2
ZONE_07591,9,2596,1,0,0,2
ZONE_07592,9,2200,1,0,0,3
ZONE_07593,1,2730,1,1,1,1
ZONE_07594,2,2392,1,1,0,3
ZONE_07595,3,2528,1,0,1,4
ZONE_07596,0,2586,1,1,0,2
ZONE_07597,1,583,0,1,1,5
ZONE_07598,8,1788,0,0,0,1
ZONE_07599,3,2909,1,1,0,2
ZONE_07600,6,1177,0,1,1,5
ZONE_07601,9,2699,0,1,0,3
ZONE_07602,4,2671,1,0,1,2
ZONE_07603,1,2590,0,1,0,5
ZONE_07604,7,1437,0,0,0,3
ZONE_07605,1,1137,0,1,1,3
ZONE_07606,2,1283,0,0,1,4
ZONE_07607,4,2639,1,0,1,1
ZONE_07608,9,591,1,1,1,5
ZONE_07609,1,2568,1,0,0,4
ZONE_07610,1,2493,0,1,1,1
ZONE_07611,1,1897,0,0,1,2
ZONE_07612,8,597,0,1,1,4
ZONE_07613,8,1612,1,0,0,1
ZONE_07614,2,2657,0,0,1,3
ZONE_07615,9,886,0,0,1,3
ZONE_07616,5,2927,1,0,0,2
ZONE_07617,9,1225,1,1,1,3
ZONE_07618,0,2352,0,1,1,5
ZONE_07619,4,570,0,0,1,5
ZONE_07620,9,2381,1,0,1,3
ZONE_07621,6,2324,1,0,0,5
ZONE_07622,1,1038,1,1,0,3
ZONE_07623,4,1777,0,0,0,2
ZONE_07624,7,2654,1,1,0,1
ZONE_07625,6,2090,0,1,0,1
ZONE_07626,6,2804,0,0,1,1
ZONE_07627,1,1959,1,0,0,5
ZONE_07628,4,2838,1,1,0,4
ZONE_07629,8,1085,1,1,1,2
ZONE_07630,7,1728,1,0,1,4
ZONE_07631,9,778,1,0,0,4
ZONE_07632,5,834,0,1,1,5
ZONE_07633,9,908,1,1,1,3
ZONE_07634,2,1011,1,1,0,4
ZONE_07635,1,2224,0,1,0,2
ZONE_07636,5,1688,0,1,1,2
ZONE_07637,1,1774,0,0,1,1
ZONE_07638,1,789,1,0,0,4
ZONE_07639,3,951,0,1,1,5
ZONE_07640,0,2022,1,0,0,2
ZONE_07641,7,1064,1,1,1,2
ZONE_07642,6,1111,1,1,0,1
ZONE_07643,0,2388,1,1,1,4
ZONE_07644,2,2241,1,1,0,5
ZONE_07645,8,1272,1,0,0,3
ZONE_07646,9,1631,1,0,1,2
ZONE_07647,2,2941,0,1,1,4
ZONE_07648,7,1266,0,1,1,4
ZONE_07649,9,1536,0,1,0,3
ZONE_07650,1,1714,0,1,0,2
ZONE_07651,8,1581,1,0,1,1
ZONE_07652,3,2120,1,0,0,2
ZONE_07653,5,1637,1,1,1,4
ZONE_07654,4,2731,1,0,1,5
ZONE_07655,2,1562,0,0,1,5
ZONE_07656,2,1260,0,1,0,4
ZONE_07657,5,1578,1,1,1,1
ZONE_07658,8,1645,1,1,1,5
ZONE_07659,1,2259,1,0,1,1
ZONE_07660,7,2083,1,1,0,3
ZONE_07661,5,945,1,1,1,1
ZONE_07662,4,1738,0,1,1,3
ZONE_07663,6,1712,1,0,1,1
ZONE_07664,2,2616,0,0,0,3
ZONE_07665,2,566,1,1,0,2
ZONE_07666,8,1466,0,0,1,2
ZONE_07667,5,1530,1,0,1,4
ZONE_07668,0,1317,1,0,1,4
ZONE_07669,1,646,0,1,0,3
ZONE_07670,5,2342,0,1,1,2
ZONE_07671,7,1115,0,1,1,3
ZONE_07672,7,1635,0,1,1,4
ZONE_07673,2,1511,0,0,0,2
ZONE_07674,8,1143,1,1,0,5
ZONE_07675,5,1424,1,0,1,3
ZONE_07676,8,1590,1,0,0,4
ZONE_07677,8,2559,1,0,0,1
ZONE_07678,8,2294,0,0,1,3
ZONE_07679,2,1631,0,1,0,2
ZONE_07680,7,755,1,0,1,5
ZONE_07681,0,1911,0,0,0,1
ZONE_07682,7,1085,0,1,0,1
ZONE_07683,3,2074,1,0,1,5
ZONE_07684,8,1086,1,0,0,5
ZONE_07685,4,2578,0,0,0,1
ZONE_07686,3,1480,0,0,0,5
ZONE_07687,7,825,0,0,0,1
ZONE_07688,3,2784,1,0,0,3
ZONE_07689,3,1045,0,0,0,3
ZONE_07690,2,2815,1,1,0,4
ZONE_07691,0,1507,1,0,1,3
ZONE_07692,9,2175,0,1,1,5
ZONE_07693,1,765,0,0,1,1
ZONE_07694,9,1952,0,0,0,3
ZONE_07695,7,2408,1,0,1,1
ZONE_07696,9,2719,1,1,0,2
ZONE_07697,9,693,0,1,0,1
ZONE_07698,5,2218,0,1,0,2
ZONE_07699,3,1570,0,0,1,1
ZONE_07700,9,2779,1,1,0,3
ZONE_07701,5,1035,1,1,1,5
ZONE_07702,7,810,0,0,1,3
ZONE_07703,1,1413,1,1,0,2
ZONE_07704,4,747,0,0,1,3
ZONE_07705,6,2588,1,1,1,3
ZONE_07706,5,1117,1,1,1,2
ZONE_07707,7,1738,1,0,1,4
ZONE_07708,2,1823,1,0,0,5
ZONE_07709,2,992,0,1,0,5
ZONE_07710,2,1404,1,0,1,1
ZONE_07711,7,2678,0,0,0,5
ZONE_07712,6,612,1,1,1,5
ZONE_07713,5,684,1,0,0,2
ZONE_07714,0,1390,0,0,1,4
ZONE_07715,9,905,0,0,1,1
ZONE_07716,9,2926,1,0,1,5
ZONE_07717,1,787,0,0,1,2
ZONE_07718,0,2086,1,0,0,3
ZONE_07719,3,980,1,0,1,3
ZONE_07720,0,2853,0,1,0,1
ZONE_07721,0,1924,1,1,0,2
ZONE_07722,5,1582,1,0,1,5
ZONE_07723,2,731,0,0,0,1
ZONE_07724,5,688,0,1,1,4
ZONE_07725,3,2518,1,1,1,4
ZONE_07726,6,1757,0,0,0,1
ZONE_07727,4,1137,0,0,0,4
ZONE_07728,1,2115,1,1,0,5
ZONE_07729,6,519,0,0,1,4
ZONE_07730,0,1007,0,1,0,3
ZONE_07731,9,2018,1,1,1,3
ZONE_07732,4,676,0,0,1,3
ZONE_07733,4,2267,0,1,0,3
ZONE_07734,5,1863,1,1,1,1
ZONE_07735,1,590,1,0,0,5
ZONE_07736,4,2024,0,0,0,1
ZONE_07737,9,905,1,1,1,5
ZONE_07738,9,1924,1,1,1,1
ZONE_07739,0,1540,1,1,0,3
ZONE_07740,2,2936,0,0,1,1
ZONE_07741,8,1990,0,1,1,2
ZONE_07742,2,2112,1,1,1,4
ZONE_07743,3,1318,0,0,1,3
ZONE_07744,6,528,1,1,1,4
ZONE_07745,8,2082,1,0,1,3
ZONE_07746,5,1136,1,0,1,4
ZONE_07747,8,2737,1,1,0,2
ZONE_07748,8,1733,0,0,1,2
ZONE_07749,4,810,1,1,0,3
ZONE_07750,3,2220,1,0,1,5
ZONE_07751,9,630,1,1,1,3
ZONE_07752,1,1124,1,0,1,1
ZONE_07753,2,1723,1,1,0,3
ZONE_07754,8,2328,1,0,1,3
ZONE_07755,1,527,0,1,1,1
ZONE_07756,9,2780,1,1,1,3
ZONE_07757,0,1360,0,0,0,5
ZONE_07758,8,2175,1,0,1,5
ZONE_07759,1,2332,1,1,0,4
ZONE_07760,4,2476,0,0,1,1
ZONE_07761,0,814,1,1,1,4
ZONE_07762,5,1270,1,0,0,3
ZONE_07763,7,2434,1,1,1,5
ZONE_07764,9,2513,1,1,0,2
ZONE_07765,1,1208,0,1,0,3
ZONE_07766,7,1416,1,1,1,4
ZONE_07767,1,1803,1,0,0,2
ZONE_07768,0,509,1,1,1,3
ZONE_07769,6,2562,1,1,1,4
ZONE_07770,4,1551,0,0,1,1
ZONE_07771,8,2429,1,1,1,2
ZONE_07772,2,1470,0,1,0,3
ZONE_07773,2,2161,1,1,0,1
ZONE_07774,1,2746,1,1,1,3
ZONE_07775,2,1468,0,1,0,2
ZONE_07776,1,2964,1,0,1,3
ZONE_07777,9,2222,0,1,0,4
ZONE_07778,5,1799,0,0,1,4
ZONE_07779,2,1444,1,0,1,4
ZONE_07780,8,2500,1,0,1,5
ZONE_07781,4,2789,1,0,0,4
ZONE_07782,6,1095,0,0,1,2
ZONE_07783,7,733,0,0,0,2
ZONE_07784,3,1015,0,0,1,2
ZONE_07785,0,728,1,0,0,2
ZONE_07786,7,2631,0,1,1,1
ZONE_07787,7,2889,0,0,1,3
ZONE_07788,8,2452,0,1,1,5
ZONE_07789,0,2096,0,0,1,2
ZONE_07790,8,1721,0,1,0,5
ZONE_07791,4,704,1,1,0,3
ZONE_07792,2,530,0,1,1,4
ZONE_07793,0,2789,0,0,0,5
ZONE_07794,9,2742,0,0,0,2
ZONE_07795,4,1891,0,1,1,1
ZONE_07796,6,1511,0,0,0,5
ZONE_07797,2,2368,0,0,0,1
ZONE_07798,4,2667,0,1,1,4
ZONE_07799,2,1455,0,0,0,5
ZONE_07800,3,1973,0,1,1,4
ZONE_07801,2,1773,1,0,0,4
ZONE_07802,5,1708,1,1,1,3
ZONE_07803,6,1399,0,1,1,3
ZONE_07804,8,1090,0,1,0,2
ZONE_07805,9,1839,0,1,1,1
ZONE_07806,7,1573,1,1,0,3
ZONE_07807,5,2971,0,0,1,3
ZONE_07808,6,2574,0,1,0,2
ZONE_07809,1,1519,0,0,1,1
ZONE_07810,2,2684,1,0,1,3
ZONE_07811,0,596,0,1,1,4
ZONE_07812,3,1251,1,0,1,3
ZONE_07813,5,1629,1,0,0,2
ZONE_07814,2,2244,0,1,0,3
ZONE_07815,4,1682,0,1,1,2
ZONE_07816,3,1615,1,1,0,5
ZONE_07817,7,2203,0,1,0,2
ZONE_07818,2,2815,0,1,1,5
ZONE_07819,5,779,0,0,0,2
ZONE_07820,4,2994,1,1,1,1
ZONE_07821,9,943,1,0,1,5
ZONE_07822,4,1026,0,0,0,3
ZONE_07823,6,940,0,1,0,3
ZONE_07824,3,2658,1,0,0,2
ZONE_07825,2,1750,0,0,0,4
ZONE_07826,2,962,1,0,0,5
ZONE_07827,6,1324,1,1,1,1
ZONE_07828,7,1718,0,0,1,3
ZONE_07829,2,1968,1,0,1,2
ZONE_07830,0,2887,1,1,1,4
ZONE_07831,0,950,1,0,1,5
ZONE_07832,7,2045,1,1,1,1
ZONE_07833,6,1527,0,1,1,2
ZONE_07834,3,1582,1,0,1,1
ZONE_07835,8,2861,1,1,1,3
ZONE_07836,1,2682,1,0,0,1
ZONE_07837,5,1487,1,1,1,4
ZONE_07838,0,2446,1,0,0,4
ZONE_07839,6,2436,1,0,0,5
ZONE_07840,9,1479,1,0,0,5
ZONE_07841,2,2772,0,0,1,3
ZONE_07842,2,679,1,1,1,3
ZONE_07843,3,2396,1,1,1,1
ZONE_07844,9,1692,0,1,0,1
ZONE_07845,7,1532,0,0,0,1
ZONE_07846,2,976,1,0,0,1
ZONE_07847,1,672,1,1,0,5
ZONE_07848,1,501,1,0,1,2
ZONE_07849,0,1021,1,1,0,3
ZONE_07850,2,2044,1,1,0,2
ZONE_07851,6,768,0,1,1,5
ZONE_07852,5,1415,0,1,1,2
ZONE_07853,4,1628,1,0,0,3
ZONE_07854,6,2575,0,0,1,1
ZONE_07855,0,2806,0,1,0,5
ZONE_07856,3,1060,1,0,1,5
ZONE_07857,3,2357,0,0,1,2
ZONE_07858,8,828,1,0,1,3
ZONE_07859,4,1450,0,1,1,3
ZONE_07860,1,2096,1,1,0,1
ZONE_07861,5,2728,1,0,1,5
ZONE_07862,8,2105,1,1,1,5
ZONE_07863,2,1612,1,0,0,3
ZONE_07864,8,2280,1,1,1,4
ZONE_07865,1,527,1,0,1,4
ZONE_07866,6,1005,1,1,0,4
ZONE_07867,4,2104,0,0,0,2
ZONE_07868,0,2915,0,1,1,1
ZONE_07869,4,2699,1,1,0,1
ZONE_07870,0,906,0,0,0,5
ZONE_07871,1,1857,0,1,1,3
ZONE_07872,5,2355,0,0,0,4
ZONE_07873,7,2240,0,1,1,5
ZONE_07874,1,2978,1,0,1,1
ZONE_07875,6,1330,1,1,0,4
ZONE_07876,8,762,1,0,0,2
ZONE_07877,7,1855,1,1,1,1
ZONE_07878,8,1783,1,1,1,4
ZONE_07879,0,2491,1,0,0,1
ZONE_07880,5,2210,0,1,1,4
ZONE_07881,0,1574,0,0,0,3
ZONE_07882,7,1606,1,1,0,5
ZONE_07883,4,2573,1,1,1,2
ZONE_07884,4,2989,0,0,0,1
ZONE_07885,3,2235,1,0,0,2
ZONE_07886,6,2309,1,1,0,4
ZONE_07887,2,2972,0,0,0,3
ZONE_07888,3,2380,1,0,1,2
ZONE_07889,0,2327,1,1,0,2
ZONE_07890,5,1235,1,0,1,5
ZONE_07891,2,1602,0,1,0,2
ZONE_07892,0,975,0,0,0,1
ZONE_07893,6,1174,0,1,0,1
ZONE_07894,4,1582,1,0,1,1
ZONE_07895,3,852,1,1,1,5
ZONE_07896,0,1834,0,1,0,5
ZONE_07897,5,2315,0,0,1,1
ZONE_07898,1,1104,1,0,0,5
ZONE_07899,3,910,0,0,1,4
ZONE_07900,9,1098,0,0,0,5
ZONE_07901,3,1317,0,1,0,5
ZONE_07902,9,677,0,0,0,1
ZONE_07903,4,2261,0,1,1,2
ZONE_07904,4,1110,1,0,1,1
ZONE_07905,7,2230,1,1,0,3
ZONE_07906,4,2878,1,0,0,3
ZONE_07907,6,835,0,1,1,2
ZONE_07908,8,891,1,1,1,3
ZONE_07909,3,843,1,0,1,3
ZONE_07910,9,1264,1,1,0,5
ZONE_07911,6,2866,1,1,1,3
ZONE_07912,6,1202,1,0,1,2
ZONE_07913,7,1109,0,0,1,2
ZONE_07914,1,1519,0,1,1,2
ZONE_07915,2,2547,1,0,0,1
ZONE_07916,7,2134,0,0,1,4
ZONE_07917,1,749,0,1,0,3
ZONE_07918,1,2421,1,0,1,2
ZONE_07919,7,1545,1,1,0,1
ZONE_07920,3,2173,1,0,0,2
ZONE_07921,1,2962,0,1,0,4
ZONE_07922,7,1490,1,1,1,1
ZONE_07923,2,2039,1,1,1,4
ZONE_07924,2,1233,0,1,1,4
ZONE_07925,6,2464,1,1,0,4
ZONE_07926,0,2473,0,0,0,3
ZONE_07927,9,2615,1,0,0,4
ZONE_07928,7,2631,0,1,0,5
ZONE_07929,6,1551,0,0,1,5
ZONE_07930,9,1549,1,0,1,2
ZONE_07931,9,1927,1,0,0,4
ZONE_07932,9,1555,1,1,0,4
ZONE_07933,2,1267,1,1,0,5
ZONE_07934,0,2029,0,0,1,5
ZONE_07935,2,1945,0,1,1,3
ZONE_07936,6,1246,0,0,0,4
ZONE_07937,7,2462,1,1,0,4
ZONE_07938,8,2544,1,1,1,2
ZONE_07939,3,612,0,1,0,4
ZONE_07940,9,1903,1,0,1,2
ZONE_07941,9,2276,0,0,0,1
ZONE_07942,2,1697,0,0,0,2
ZONE_07943,9,670,0,1,0,2
ZONE_07944,6,2975,0,0,1,2
ZONE_07945,9,1872,0,1,0,4
ZONE_07946,8,1989,1,1,1,2
ZONE_07947,2,1060,0,1,1,3
ZONE_07948,5,2477,0,1,0,3
ZONE_07949,0,2486,0,1,0,5
ZONE_07950,1,2009,1,1,0,1
ZONE_07951,4,2273,1,1,0,5
ZONE_07952,0,2880,0,0,0,4
ZONE_07953,5,1151,0,0,0,2
ZONE_07954,6,1266,0,0,0,1
ZONE_07955,4,2665,1,1,0,5
ZONE_07956,1,2073,1,0,0,5
ZONE_07957,9,1778,1,0,1,5
ZONE_07958,1,1817,1,1,0,4
ZONE_07959,5,2337,0,0,1,2
ZONE_07960,0,2857,1,0,1,5
ZONE_07961,1,2563,0,0,0,2
ZONE_07962,2,1659,1,1,0,4
ZONE_07963,6,1531,1,0,0,1
ZONE_07964,7,2453,0,0,0,5
ZONE_07965,4,1192,0,0,0,2
ZONE_07966,1,719,1,0,0,4
ZONE_07967,4,2121,1,1,0,4
ZONE_07968,0,1952,0,1,0,2
ZONE_07969,0,796,0,0,0,3
ZONE_07970,4,2091,1,1,1,2
ZONE_07971,3,2501,0,0,1,2
ZONE_07972,6,3000,1,0,0,4
ZONE_07973,0,951,0,1,1,2
ZONE_07974,4,2526,1,0,1,5
ZONE_07975,3,684,1,0,1,1
ZONE_07976,2,2428,0,1,1,5
ZONE_07977,4,1563,0,0,0,3
ZONE_07978,2,1265,1,0,1,2
ZONE_07979,9,1586,0,1,1,4
ZONE_07980,8,2206,0,1,1,4
ZONE_07981,3,1228,0,0,0,3
ZONE_07982,4,1342,0,1,0,5
ZONE_07983,1,1319,1,1,1,5
ZONE_07984,5,858,1,1,1,3
ZONE_07985,6,2835,1,1,0,1
ZONE_07986,5,2931,1,0,0,3
ZONE_07987,6,859,0,1,0,4
ZONE_07988,6,1089,0,1,0,5
ZONE_07989,9,1076,1,1,1,2
ZONE_07990,3,1272,0,1,1,5
ZONE_07991,2,1271,1,0,0,4
ZONE_07992,0,585,1,1,0,5
ZONE_07993,3,959,0,0,0,3
ZONE_07994,1,2147,0,0,0,1
ZONE_07995,7,1681,0,0,1,4
ZONE_07996,1,1710,1,1,1,5
ZONE_07997,4,2512,1,0,1,5
ZONE_07998,7,1151,1,0,0,4
ZONE_07999,6,2302,1,1,1,4
ZONE_08000,5,2277,0,1,0,2
ZONE_08001,1,2342,1,1,0,3
ZONE_08002,3,2488,0,1,0,1
ZONE_08003,9,668,1,1,0,2
ZONE_08004,4,884,1,0,1,3
ZONE_08005,5,546,1,1,1,5
ZONE_08006,6,586,1,1,0,4
ZONE_08007,0,1249,0,1,0,5
ZONE_08008,8,1433,0,0,1,2
ZONE_08009,2,508,0,1,0,5
ZONE_08010,3,1793,0,1,1,2
ZONE_08011,1,2318,1,0,1,4
ZONE_08012,6,2555,0,0,1,5
ZONE_08013,5,2507,1,1,1,5
ZONE_08014,0,1153,0,0,1,4
ZONE_08015,0,1438,0,0,0,5
ZONE_08016,5,2760,1,1,1,3
ZONE_08017,0,2319,0,1,0,2
ZONE_08018,4,1206,0,0,0,1
ZONE_08019,9,2146,1,0,0,4
ZONE_08020,3,634,0,0,0,1
ZONE_08021,2,2747,0,0,1,1
ZONE_08022,3,787,0,1,1,5
ZONE_08023,0,2238,1,0,0,2
ZONE_08024,5,1034,1,1,0,3
ZONE_08025,2,2231,0,0,0,2
ZONE_08026,4,2269,1,0,1,3
ZONE_08027,9,2286,1,0,1,3
ZONE_08028,0,1868,1,1,1,3
ZONE_08029,4,790,1,0,1,4
ZONE_08030,0,1210,0,0,1,5
ZONE_08031,6,1612,0,0,0,5
ZONE_08032,9,2695,1,1,0,2
ZONE_08033,6,680,0,1,0,3
ZONE_08034,4,2888,0,1,0,5
ZONE_08035,1,2579,1,1,0,3
ZONE_08036,7,1353,0,0,1,4
ZONE_08037,3,2244,1,1,0,2
ZONE_08038,1,1162,0,1,0,5
ZONE_08039,5,1672,1,0,1,1
ZONE_08040,2,2347,0,1,1,2
ZONE_08041,3,2800,0,0,0,1
ZONE_08042,0,1841,1,1,1,1
ZONE_08043,2,1712,1,0,1,3
ZONE_08044,3,652,1,1,1,5
ZONE_08045,6,893,1,1,1,2
ZONE_08046,5,2723,1,0,1,5
ZONE_08047,9,2256,0,1,1,5
ZONE_08048,3,2621,1,0,1,5
ZONE_08049,6,2430,0,1,1,3
ZONE_08050,7,720,0,1,0,1
ZONE_08051,7,2477,1,1,0,1
ZONE_08052,8,1911,0,0,0,1
ZONE_08053,1,2666,1,1,0,5
ZONE_08054,0,1347,1,0,1,2
ZONE_08055,4,2219,1,1,0,1
ZONE_08056,1,2320,0,0,0,2
ZONE_08057,5,1736,0,0,0,1
ZONE_08058,2,2505,1,0,0,1
ZONE_08059,6,2417,1,0,1,1
ZONE_08060,8,2921,1,0,1,3
ZONE_08061,4,1133,1,1,1,5
ZONE_08062,3,2945,1,1,0,5
ZONE_08063,0,1912,1,0,1,5
ZONE_08064,1,2429,0,0,1,1
ZONE_08065,5,2683,0,0,0,4
ZONE_08066,1,2298,0,0,0,5
ZONE_08067,9,1734,1,1,0,2
ZONE_08068,3,897,1,0,1,1
ZONE_08069,8,2571,1,1,0,2
ZONE_08070,3,875,0,1,0,1
ZONE_08071,2,2170,0,1,0,5
ZONE_08072,2,968,0,1,0,3
ZONE_08073,1,1180,0,0,1,2
ZONE_08074,7,540,1,0,0,2
ZONE_08075,8,1726,0,1,1,5
ZONE_08076,3,1645,1,0,0,3
ZONE_08077,8,2779,1,0,1,5
ZONE_08078,2,2830,1,1,0,4
ZONE_08079,1,1856,0,1,1,4
ZONE_08080,6,1079,0,1,0,4
ZONE_08081,3,2032,1,1,0,2
ZONE_08082,7,1023,1,0,0,3
ZONE_08083,7,2868,0,1,0,1
ZONE_08084,7,2205,0,1,1,2
ZONE_08085,5,2439,0,1,0,2
ZONE_08086,8,750,0,0,1,5
ZONE_08087,7,1230,0,1,0,5
ZONE_08088,3,2587,1,0,1,2
ZONE_08089,4,732,1,1,1,5
ZONE_08090,8,1886,0,0,0,1
ZONE_08091,3,2207,0,1,1,5
ZONE_08092,5,2495,0,1,0,5
ZONE_08093,6,1799,0,0,1,4
ZONE_08094,2,539,0,0,1,3
ZONE_08095,5,2066,0,0,0,4
ZONE_08096,7,618,1,1,0,3
ZONE_08097,7,600,0,1,1,4
ZONE_08098,6,1006,1,1,1,2
ZONE_08099,5,888,1,0,1,2
ZONE_08100,8,1374,0,0,1,2
ZONE_08101,1,2051,1,0,1,2
ZONE_08102,4,1068,0,1,0,5
ZONE_08103,7,2326,1,0,0,4
ZONE_08104,9,1330,0,1,1,2
ZONE_08105,7,1281,1,1,1,1
ZONE_08106,5,838,0,1,0,2
ZONE_08107,4,2097,0,1,0,2
ZONE_08108,9,1194,0,1,1,3
ZONE_08109,7,661,1,0,0,2
ZONE_08110,9,703,1,1,0,3
ZONE_08111,3,810,0,1,0,3
ZONE_08112,3,2891,1,0,1,2
ZONE_08113,2,2454,0,1,1,2
ZONE_08114,5,2194,1,1,0,4
ZONE_08115,6,2090,1,0,1,2
ZONE_08116,2,1971,1,1,1,3
ZONE_08117,7,1155,0,1,1,2
ZONE_08118,8,635,0,1,0,1
ZONE_08119,8,607,0,1,1,4
ZONE_08120,1,2551,0,0,0,1
ZONE_08121,3,1836,1,0,1,1
ZONE_08122,4,2891,1,1,0,5
ZONE_08123,2,938,1,1,0,4
ZONE_08124,8,2824,0,1,1,3
ZONE_08125,6,985,0,0,1,1
ZONE_08126,8,1548,1,0,0,5
ZONE_08127,9,1450,0,0,0,1
ZONE_08128,2,2895,0,0,1,1
ZONE_08129,5,2776,0,0,1,4
ZONE_08130,3,2208,1,0,1,1
ZONE_08131,4,2865,1,1,0,2
ZONE_08132,8,2405,0,1,0,5
ZONE_08133,2,1364,0,1,1,4
ZONE_08134,1,1015,0,0,0,1
ZONE_08135,6,2133,1,0,1,5
ZONE_08136,9,2892,1,1,0,1
ZONE_08137,8,1629,0,0,1,5
ZONE_08138,7,2700,1,0,0,3
ZONE_08139,9,2019,1,0,1,3
ZONE_08140,3,937,0,1,1,5
ZONE_08141,8,769,0,1,0,1
ZONE_08142,3,1203,0,1,1,5
ZONE_08143,4,2993,1,0,0,4
ZONE_08144,9,919,0,0,1,3
ZONE_08145,7,2145,1,0,0,1
ZONE_08146,7,1119,0,0,1,4
ZONE_08147,4,1764,0,0,1,5
ZONE_08148,5,1387,1,1,0,3
